doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-opm-equity-action-plan_text_217_part_of_layout_list_33.p21.14,2023,opm-equity-action-plan,plans,text,217,part_of_layout_list_33,62% of health plans cover birth centers.,Text,Text 217 - part of layout list 33,21,14,4800
plans-2023-opm-equity-action-plan_text_218_part_of_layout_list_33.p21.15,2023,opm-equity-action-plan,plans,text,218,part_of_layout_list_33,35% of health plans cover doulas.,Text,Text 218 - part of layout list 33,21,15,4801
plans-2023-opm-equity-action-plan_text_219_part_of_layout_list_33.p21.16,2023,opm-equity-action-plan,plans,text,219,part_of_layout_list_33,50% of health plans cover nurse home visits.,Text,Text 219 - part of layout list 33,21,16,4802
plans-2023-opm-equity-action-plan_text_220_part_of_layout_list_33.p21.17,2023,opm-equity-action-plan,plans,text,220,part_of_layout_list_33,75% of health plans cover childbirth classes.,Text,Text 220 - part of layout list 33,21,17,4803
plans-2023-opm-equity-action-plan_text_221_part_of_layout_list_33.p21.18,2023,opm-equity-action-plan,plans,text,221,part_of_layout_list_33,46% of health plans offer incentives for prenatal care.,Text,Text 221 - part of layout list 33,21,18,4804
plans-2023-opm-equity-action-plan_text_222_part_of_layout_list_33.p21.19,2023,opm-equity-action-plan,plans,text,222,part_of_layout_list_33,66 % of health plans contract with birthing friendly hospitals.,Text,Text 222 - part of layout list 33,21,19,4805
plans-2023-opm-equity-action-plan_text_223_part_of_layout_list_33.p21.20,2023,opm-equity-action-plan,plans,text,223,part_of_layout_list_33,Longer-Term:,Text,Text 223 - part of layout list 33,21,20,4806
plans-2023-opm-equity-action-plan_text_224_part_of_layout_list_33.p21.21,2023,opm-equity-action-plan,plans,text,224,part_of_layout_list_33,Increase in each contracted Carrier's percentage of enrollment with completed race and ethnicity fields. OPM will need to establish baseline levels and acceptable thresholds indicating incremental improvement.,Text,Text 224 - part of layout list 33,21,21,4807
plans-2023-opm-equity-action-plan_header_21.p22.0,2023,opm-equity-action-plan,plans,header,21,NA,OPM 2023 Equity Action Plan,Header,Header 21,22,0,4808
plans-2023-opm-equity-action-plan_text_225.p22.1,2023,opm-equity-action-plan,plans,text,225,NA,"Achieve overall improved standard of care, as documented by improvements is FEHB plan performance on measures included in OPM's Plan Performance Assessment (PPA) program, including timeliness of prenatal care and receipt of appropriate postpartum care by FEHB enrollees.",Text,Text 225,22,1,4809
plans-2023-opm-equity-action-plan_section_header_43.p22.2,2023,opm-equity-action-plan,plans,section-header,43,NA,Public Participation and Community Engagement,Section header,Section header 43,22,2,4810
plans-2023-opm-equity-action-plan_text_226_part_of_layout_list_34.p22.4,2023,opm-equity-action-plan,plans,text,226,part_of_layout_list_34,OPM will encourage FEHB plans to conduct outreach to pregnant enrollees to ensure they are aware of the value of timely and comprehensive perinatal care.,Text,Text 226 - part of layout list 34,22,4,4811
plans-2023-opm-equity-action-plan_text_227_part_of_layout_list_34.p22.5,2023,opm-equity-action-plan,plans,text,227,part_of_layout_list_34,"Additionally, OPM will communicate directly to enrollees through OPM.gov about the value of timely and comprehensive perinatal care.",Text,Text 227 - part of layout list 34,22,5,4812
plans-2023-opm-equity-action-plan_section_header_44.p22.6,2023,opm-equity-action-plan,plans,section-header,44,NA,Strategy 5: Paid Parental Leave (PPL) Study-Assess use and equity of use to identify potential areas where employees may not be maximally using this new benefit or may be constrained from using the full amount of the benefit,Section header,Section header 44,22,6,4813
plans-2023-opm-equity-action-plan_text_228.p22.7,2023,opm-equity-action-plan,plans,text,228,NA,"OPM will conduct a study on the Federal Employee Paid Leave Act, which provides up to 12 weeks of paid parental leave (PPL) to eligible Federal employees in connection with the birth of an employee's child or placement of a child with an employee for adoption or foster care. The study will assess use and equity of use to identify potential areas where employees may not be maximally using this new benefit or may be constrained from using the full amount of the benefit. The study will be used to identify potential strategies to address gaps in use. These activities are aligned to OPM's Strategic Objective 1.2, which seeks to position the Federal government as a model employer, including with respect to competitive benefits.",Text,Text 228,22,7,4814
plans-2023-opm-equity-action-plan_section_header_45.p22.8,2023,opm-equity-action-plan,plans,section-header,45,NA,Whole-of-Government Equity Objective(s),Section header,Section header 45,22,8,4815
plans-2023-opm-equity-action-plan_text_229.p22.9,2023,opm-equity-action-plan,plans,text,229,NA,"Health Equity: Advance equity in health, including mental and behavioral health and well-being, and deliver an equitable response following the COVID-19 pandemic.",Text,Text 229,22,9,4816
plans-2023-opm-equity-action-plan_section_header_46.p22.10,2023,opm-equity-action-plan,plans,section-header,46,NA,Collaborating Agencies: N/A,Section header,Section header 46,22,10,4817
plans-2023-opm-equity-action-plan_section_header_47.p22.11,2023,opm-equity-action-plan,plans,section-header,47,NA,Barriers to Equity,Section header,Section header 47,22,11,4818
plans-2023-opm-equity-action-plan_text_230_part_of_layout_list_35.p22.13,2023,opm-equity-action-plan,plans,text,230,part_of_layout_list_35,"A poll on awareness of a state paid leave policy showed that individuals with a potentially greater need for paid parental leave, such as those with less education and people of color, may not have awareness of the benefits available to them.",Text,Text 230 - part of layout list 35,22,13,4819
plans-2023-opm-equity-action-plan_text_231_part_of_layout_list_35.p22.14,2023,opm-equity-action-plan,plans,text,231,part_of_layout_list_35,"According to the U.S. Census Bureau's study of paid leave, first-time mothers who use paid parental leave are less likely to leave the workforce, but those who use the benefit are more likely to be older, white, married, and have a higher educational attainment.",Text,Text 231 - part of layout list 35,22,14,4820
plans-2023-opm-equity-action-plan_text_232_part_of_layout_list_35.p22.15,2023,opm-equity-action-plan,plans,text,232,part_of_layout_list_35,"Multiple studies have shown that parents often do not take advantage of the full duration of their paid parental leave benefit, with men and people of color reporting less leave use. Research suggests that the longer the leave for mothers, the greater the",Text,Text 232 - part of layout list 35,22,15,4821
plans-2023-opm-equity-action-plan_header_22.p23.0,2023,opm-equity-action-plan,plans,header,22,NA,OPM 2023 Equity Action Plan,Header,Header 22,23,0,4822
plans-2023-opm-equity-action-plan_text_233.p23.1,2023,opm-equity-action-plan,plans,text,233,NA,"benefits to improved child health, and the longer the leave for fathers, the greater their later involvement in child caretaking.",Text,Text 233,23,1,4823
plans-2023-opm-equity-action-plan_section_header_48.p23.2,2023,opm-equity-action-plan,plans,section-header,48,NA,Evidence Base to Support Strategy,Section header,Section header 48,23,2,4824
plans-2023-opm-equity-action-plan_text_234_part_of_layout_list_36.p23.4,2023,opm-equity-action-plan,plans,text,234,part_of_layout_list_36,The 2021 FEBS found that only 67% of employees overall were aware of the paid parental leave benefit.,Text,Text 234 - part of layout list 36,23,4,4825
plans-2023-opm-equity-action-plan_text_235_part_of_layout_list_36.p23.5,2023,opm-equity-action-plan,plans,text,235,part_of_layout_list_36,The 2022 OPM FEVS found that just 81% of employees who had used paid parental leave reported that they had used or intended to use the full 12-week benefit. The main barriers reported by those using less than the full benefit were feeling that they could not be away from their job for 12 weeks or feeling that taking the full leave would affect their career advancement.,Text,Text 235 - part of layout list 36,23,5,4826
plans-2023-opm-equity-action-plan_text_236_part_of_layout_list_36.p23.6,2023,opm-equity-action-plan,plans,text,236,part_of_layout_list_36,"While these surveys provide an indication of gaps, further analyses are needed to understand the extent of these gaps in awareness, use of the benefit, and amount of leave use within Federal government, across agencies and by employee demographics.",Text,Text 236 - part of layout list 36,23,6,4827
plans-2023-opm-equity-action-plan_section_header_49.p23.7,2023,opm-equity-action-plan,plans,section-header,49,NA,Actions to Achieve Equity,Section header,Section header 49,23,7,4828
plans-2023-opm-equity-action-plan_text_237.p23.8,2023,opm-equity-action-plan,plans,text,237,NA,"To address these barriers, OPM will:",Text,Text 237,23,8,4829
plans-2023-opm-equity-action-plan_text_238_part_of_layout_list_37.p23.10,2023,opm-equity-action-plan,plans,text,238,part_of_layout_list_37,"Leverage existing data including payroll data (use of leaves and use of paid parental leave by type of qualifying event), employee personnel status data (for example, retention status and base pay), employee performance data (for example, award hours and award pay), FEVS and FEBS data, and employee demographic data (for example, gender, race and ethnicity, age, work schedule, and agency) to assess use and equity of use by demographics.",Text,Text 238 - part of layout list 37,23,10,4830
plans-2023-opm-equity-action-plan_text_239_part_of_layout_list_37.p23.11,2023,opm-equity-action-plan,plans,text,239,part_of_layout_list_37,"For FY 2024, the focus of the evaluation for FY 2024 will be on identifying short-term outcomes for Federal employees for which there is sufficient, good quality data.",Text,Text 239 - part of layout list 37,23,11,4831
plans-2023-opm-equity-action-plan_text_240_part_of_layout_list_37.p23.12,2023,opm-equity-action-plan,plans,text,240,part_of_layout_list_37,Produce a report to help the Federal government understand where employees are not fully accessing PPL.,Text,Text 240 - part of layout list 37,23,12,4832
plans-2023-opm-equity-action-plan_text_241_part_of_layout_list_37.p23.13,2023,opm-equity-action-plan,plans,text,241,part_of_layout_list_37,Identify areas where agencies can provide more informational support on use of this benefit.,Text,Text 241 - part of layout list 37,23,13,4833
plans-2023-opm-equity-action-plan_section_header_50.p23.14,2023,opm-equity-action-plan,plans,section-header,50,NA,Proposed Metrics,Section header,Section header 50,23,14,4834
plans-2023-opm-equity-action-plan_text_242_part_of_layout_list_38.p23.16,2023,opm-equity-action-plan,plans,text,242,part_of_layout_list_38,Near- to Medium-Term: Issue a report summarizing trends and gaps in use and equity of use of PPL by January 2024.,Text,Text 242 - part of layout list 38,23,16,4835
plans-2023-opm-equity-action-plan_text_243_part_of_layout_list_38.p23.17,2023,opm-equity-action-plan,plans,text,243,part_of_layout_list_38,Longer-Term: Increased percentage of Federal employees using their full 12 weeks of PPL for a qualifying event.,Text,Text 243 - part of layout list 38,23,17,4836
